TransactionID,ProductID,WarehouseID,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
3852,1563,1,Sale,2025-10-04,-26,70.33,1828.58,SO-52981,Customer Sale,87,61,warehouse2,Transaction processed for WH_100 location,system,2025-10-04
3853,1541,2,Sale,2025-09-24,-36,132.59,4773.24,SO-60928,Customer Sale,62,26,warehouse1,Transaction processed for Backup location,system,2025-09-24
3854,3102,2,Sale,2025-11-13,-12,173.13,2077.56,SO-36768,Customer Sale,12,0,system,Transaction processed for Backup location,system,2025-11-13
3855,2121,1,Sale,2025-10-23,-43,31.62,1359.66,SO-86819,Customer Sale,98,55,warehouse1,Transaction processed for WH_100 location,system,2025-10-23
3856,3013,1,Transfer,2026-04-30,-36,344.68,12408.48,TRF-5140,Warehouse Transfer,36,0,system,Transaction processed for WH_100 location,system,2026-04-30
3857,1552,2,Adjustment,2025-10-08,17,58.45,993.65,ADJ-3857,Cycle Count,225,242,warehouse2,Transaction processed for WH_200 location,system,2025-10-08
3858,3104,2,Adjustment,2026-03-03,14,118.89,1664.46,ADJ-3858,System Correction,81,95,system,Transaction processed for WH_200 location,system,2026-03-03
3859,1561,2,Transfer,2026-03-09,-16,82.06,1312.96,TRF-4220,Warehouse Transfer,29,13,system,Transaction processed for Backup location,system,2026-03-09
3860,3102,2,Receipt,2026-01-01,88,169.44,14910.72,PO-4043,Purchase Order Receipt,48,136,warehouse1,Transaction processed for Backup location,system,2026-01-01
3861,2111,2,Adjustment,2026-03-15,8,142.6,1140.8,ADJ-3861,Cycle Count,76,84,system,Transaction processed for WH_200 location,system,2026-03-15
3862,3042,2,Adjustment,2026-04-13,16,62.54,1000.64,ADJ-3862,Cycle Count,63,79,warehouse1,Transaction processed for Backup location,system,2026-04-13
3863,3031,2,Sale,2026-02-12,-8,419.97,3359.76,SO-75905,Customer Sale,8,0,warehouse2,Transaction processed for Backup location,system,2026-02-12
3864,3061,1,Sale,2025-08-21,-29,151.7,4399.3,SO-17526,Customer Sale,86,57,warehouse1,Transaction processed for WH_100 location,system,2025-08-21
3865,1541,2,Receipt,2026-03-05,140,131.44,18401.6,PO-9304,Purchase Order Receipt,58,198,system,Transaction processed for Backup location,system,2026-03-05
3866,1522,1,Return,2025-10-22,1,130.48,130.48,RET-31068,Customer Return,189,190,system,Transaction processed for WH_100 location,system,2025-10-22
3867,3092,1,Receipt,2026-04-26,161,521.38,83942.18,PO-8216,Purchase Order Receipt,185,346,warehouse1,Transaction processed for WH_100 location,system,2026-04-26
3868,1551,2,Receipt,2025-09-26,190,64.34,12224.6,PO-7114,Purchase Order Receipt,52,242,warehouse2,Transaction processed for Backup location,system,2025-09-26
3869,1552,2,Sale,2025-08-11,-50,58.45,2922.5,SO-64531,Customer Sale,283,233,system,Transaction processed for WH_200 location,system,2025-08-11
3870,2091,1,Damage,2025-07-01,-1,7.98,7.98,DMG-3870,Shipping Damage,41,40,warehouse2,Transaction processed for WH_100 location,system,2025-07-01
3871,3062,3,Receipt,2026-01-12,53,84.37,4471.61,PO-8271,Purchase Order Receipt,52,105,warehouse1,Transaction processed for WH_500 location,system,2026-01-12
3872,1551,2,Return,2026-01-01,2,53.63,107.26,RET-80889,Customer Return,32,34,warehouse2,Transaction processed for Backup location,system,2026-01-01
3873,3032,1,Transfer,2026-04-20,-28,240.85,6743.8,TRF-9739,Warehouse Transfer,124,96,warehouse1,Transaction processed for WH_100 location,system,2026-04-20
3874,1522,1,Transfer,2025-11-29,-18,163.1,2935.8,TRF-1534,Warehouse Transfer,220,202,warehouse2,Transaction processed for WH_100 location,system,2025-11-29
3875,3104,2,Sale,2025-12-09,-48,118.89,5706.72,SO-58846,Customer Sale,188,140,system,Transaction processed for WH_200 location,system,2025-12-09
3876,1551,2,Adjustment,2025-11-05,16,67.04,1072.64,ADJ-3876,System Correction,56,72,warehouse2,Transaction processed for Backup location,system,2025-11-05
3877,1512,1,Transfer,2026-01-09,-22,219.21,4822.62,TRF-9394,Warehouse Transfer,26,4,warehouse1,Transaction processed for WH_100 location,system,2026-01-09
3878,3031,2,Sale,2025-10-17,-11,419.97,4619.67,SO-57456,Customer Sale,17,6,warehouse1,Transaction processed for Backup location,system,2025-10-17
3879,3031,2,Sale,2025-10-25,-7,419.97,2939.79,SO-90052,Customer Sale,82,75,warehouse1,Transaction processed for Backup location,system,2025-10-25
3880,2091,1,Receipt,2025-11-06,124,7.61,943.64,PO-1956,Purchase Order Receipt,63,187,warehouse1,Transaction processed for WH_100 location,system,2025-11-06
3881,2012,2,Sale,2025-10-05,-7,312.61,2188.27,SO-68381,Customer Sale,86,79,warehouse2,Transaction processed for Backup location,system,2025-10-05
3882,1512,1,Sale,2025-11-07,-47,219.21,10302.87,SO-95888,Customer Sale,54,7,warehouse2,Transaction processed for WH_100 location,system,2025-11-07
3883,3022,2,Sale,2026-02-20,-16,352.53,5640.48,SO-82023,Customer Sale,75,59,system,Transaction processed for Backup location,system,2026-02-20
3884,1581,1,Receipt,2026-04-06,114,50.4,5745.6,PO-4930,Purchase Order Receipt,51,165,warehouse1,Transaction processed for WH_100 location,system,2026-04-06
3885,2021,1,Sale,2025-07-01,-24,71.31,1711.44,SO-92445,Customer Sale,189,165,warehouse2,Transaction processed for WH_100 location,system,2025-07-01
3886,3104,2,Receipt,2025-12-18,131,120.59,15797.29,PO-5985,Purchase Order Receipt,219,350,system,Transaction processed for WH_200 location,system,2025-12-18
3887,1512,1,Sale,2025-12-27,-34,219.21,7453.14,SO-35841,Customer Sale,109,75,system,Transaction processed for WH_100 location,system,2025-12-27
3888,3071,2,Receipt,2025-09-29,149,38.5,5736.5,PO-6575,Purchase Order Receipt,21,170,warehouse2,Transaction processed for WH_200 location,system,2025-09-29
3889,3022,2,Sale,2025-08-08,-27,352.53,9518.31,SO-83145,Customer Sale,47,20,warehouse2,Transaction processed for Backup location,system,2025-08-08
3890,1541,1,Sale,2026-02-03,-41,132.59,5436.19,SO-69264,Customer Sale,60,19,warehouse1,Transaction processed for WH_100 location,system,2026-02-03
3891,3012,2,Sale,2025-10-17,-27,659.11,17795.97,SO-67672,Customer Sale,161,134,warehouse1,Transaction processed for Backup location,system,2025-10-17
3892,2041,1,Sale,2025-10-19,-18,44.39,799.02,SO-79919,Customer Sale,45,27,warehouse1,Transaction processed for WH_100 location,system,2025-10-19
3893,2021,1,Return,2026-02-08,4,57.05,228.2,RET-49417,Customer Return,238,242,warehouse1,Transaction processed for WH_100 location,system,2026-02-08
3894,1581,1,Adjustment,2026-02-15,12,48.56,582.72,ADJ-3894,Cycle Count,114,126,warehouse1,Transaction processed for WH_100 location,system,2026-02-15
3895,2012,1,Receipt,2025-10-02,186,298.98,55610.28,PO-1922,Purchase Order Receipt,24,210,system,Transaction processed for WH_100 location,system,2025-10-02
3896,2011,1,Sale,2025-08-21,-37,124.64,4611.68,SO-45818,Customer Sale,38,1,warehouse2,Transaction processed for WH_100 location,system,2025-08-21
3897,3013,1,Sale,2025-07-24,-36,344.68,12408.48,SO-18259,Customer Sale,181,145,system,Transaction processed for WH_100 location,system,2025-07-24
3898,3031,2,Adjustment,2025-07-08,1,419.97,419.97,ADJ-3898,Cycle Count,0,1,system,Transaction processed for Backup location,system,2025-07-08
3899,1531,1,Transfer,2025-10-05,-42,91.09,3825.78,TRF-2282,Warehouse Transfer,111,69,system,Transaction processed for WH_100 location,system,2025-10-05
3900,2091,1,Return,2026-04-08,4,6.38,25.52,RET-52983,Customer Return,96,100,warehouse2,Transaction processed for WH_100 location,system,2026-04-08
3901,3071,2,Sale,2025-09-29,-50,39.17,1958.5,SO-84127,Customer Sale,87,37,warehouse1,Transaction processed for WH_200 location,system,2025-09-29
3902,3012,2,Sale,2025-08-16,-3,659.11,1977.33,SO-64343,Customer Sale,108,105,warehouse2,Transaction processed for Backup location,system,2025-08-16
3903,3033,1,Sale,2025-10-02,-50,419.49,20974.5,SO-53893,Customer Sale,96,46,warehouse2,Transaction processed for WH_100 location,system,2025-10-02
3904,2071,1,Sale,2025-07-05,-16,21.94,351.04,SO-58021,Customer Sale,62,46,warehouse1,Transaction processed for WH_100 location,system,2025-07-05
3905,1531,2,Receipt,2025-11-27,25,93.73,2343.25,PO-3166,Purchase Order Receipt,51,76,warehouse1,Transaction processed for Backup location,system,2025-11-27
3906,2111,2,Damage,2026-03-06,-9,142.6,1283.4,DMG-3906,Warehouse Damage,64,55,system,Transaction processed for WH_200 location,system,2026-03-06
3907,3051,1,Sale,2026-03-01,-7,226.49,1585.43,SO-77347,Customer Sale,16,9,warehouse1,Transaction processed for WH_100 location,system,2026-03-01
3908,3051,1,Damage,2026-04-16,-4,226.49,905.96,DMG-3908,Warehouse Damage,69,65,system,Transaction processed for WH_100 location,system,2026-04-16
3909,1563,1,Sale,2025-11-20,-13,70.33,914.29,SO-30330,Customer Sale,110,97,warehouse1,Transaction processed for WH_100 location,system,2025-11-20
3910,3052,2,Adjustment,2026-01-13,-11,115.25,1267.75,ADJ-3910,Cycle Count,70,59,warehouse1,Transaction processed for Backup location,system,2026-01-13
3911,2071,2,Sale,2026-04-12,-28,21.94,614.32,SO-12291,Customer Sale,61,33,warehouse1,Transaction processed for Backup location,system,2026-04-12
3912,2012,2,Receipt,2025-12-02,31,318.89,9885.59,PO-7583,Purchase Order Receipt,52,83,warehouse1,Transaction processed for Backup location,system,2025-12-02
3913,2112,1,Sale,2025-11-16,-34,66.6,2264.4,SO-63010,Customer Sale,144,110,warehouse2,Transaction processed for WH_100 location,system,2025-11-16
3914,2022,1,Sale,2025-08-30,-32,36.37,1163.84,SO-56554,Customer Sale,62,30,warehouse1,Transaction processed for WH_100 location,system,2025-08-30
3915,1511,2,Sale,2025-08-15,-33,321.96,10624.68,SO-33450,Customer Sale,169,136,warehouse1,Transaction processed for WH_200 location,system,2025-08-15
3916,3103,1,Sale,2025-08-24,-31,180.33,5590.23,SO-84340,Customer Sale,99,68,warehouse1,Transaction processed for WH_100 location,system,2025-08-24
3917,1551,1,Transfer,2026-03-24,-6,67.04,402.24,TRF-6060,Warehouse Transfer,6,0,system,Transaction processed for WH_100 location,system,2026-03-24
3918,2011,1,Receipt,2025-11-13,177,127.77,22615.29,PO-7480,Purchase Order Receipt,164,341,system,Transaction processed for WH_100 location,system,2025-11-13
3919,1571,1,Receipt,2025-08-27,181,111.62,20203.22,PO-2751,Purchase Order Receipt,316,497,warehouse1,Transaction processed for WH_100 location,system,2025-08-27
3920,3081,1,Sale,2026-02-03,-44,58.16,2559.04,SO-51184,Customer Sale,52,8,system,Transaction processed for WH_100 location,system,2026-02-03
3921,3053,1,Sale,2026-01-07,-7,180.15,1261.05,SO-55310,Customer Sale,29,22,system,Transaction processed for WH_100 location,system,2026-01-07
3922,3104,2,Receipt,2025-11-05,127,115.97,14728.19,PO-4025,Purchase Order Receipt,27,154,system,Transaction processed for Backup location,system,2025-11-05
3923,1571,1,Receipt,2025-09-19,76,106.21,8071.96,PO-7233,Purchase Order Receipt,283,359,warehouse2,Transaction processed for WH_100 location,system,2025-09-19
3924,1531,2,Receipt,2026-04-06,68,89.94,6115.92,PO-9108,Purchase Order Receipt,67,135,warehouse2,Transaction processed for Backup location,system,2026-04-06
3925,1581,1,Sale,2026-02-25,-22,48.56,1068.32,SO-73417,Customer Sale,63,41,system,Transaction processed for WH_100 location,system,2026-02-25
3926,1532,1,Receipt,2026-04-14,35,65.99,2309.65,PO-3166,Purchase Order Receipt,173,208,warehouse2,Transaction processed for WH_100 location,system,2026-04-14
3927,1553,2,Sale,2025-09-05,-17,91.38,1553.46,SO-17399,Customer Sale,19,2,system,Transaction processed for Backup location,system,2025-09-05
3928,1541,1,Receipt,2026-01-06,152,136.47,20743.44,PO-7969,Purchase Order Receipt,41,193,system,Transaction processed for WH_100 location,system,2026-01-06
3929,2031,1,Return,2026-04-09,1,18.43,18.43,RET-78019,Customer Return,28,29,warehouse2,Transaction processed for WH_100 location,system,2026-04-09
3930,2121,1,Receipt,2025-07-18,46,32.32,1486.72,PO-5186,Purchase Order Receipt,104,150,warehouse1,Transaction processed for WH_100 location,system,2025-07-18
3931,3081,1,Adjustment,2025-10-11,14,58.16,814.24,ADJ-3931,System Correction,12,26,warehouse1,Transaction processed for WH_100 location,system,2025-10-11
3932,3052,1,Adjustment,2025-09-09,12,115.25,1383.0,ADJ-3932,Cycle Count,12,24,warehouse2,Transaction processed for WH_100 location,system,2025-09-09
3933,1571,1,Receipt,2026-03-21,82,108.16,8869.12,PO-4653,Purchase Order Receipt,145,227,warehouse1,Transaction processed for WH_100 location,system,2026-03-21
3934,1541,1,Receipt,2026-02-28,98,128.94,12636.12,PO-5964,Purchase Order Receipt,63,161,warehouse1,Transaction processed for WH_100 location,system,2026-02-28
3935,1531,2,Transfer,2025-10-01,-5,91.09,455.45,TRF-3414,Warehouse Transfer,35,30,system,Transaction processed for Backup location,system,2025-10-01
3936,1581,1,Sale,2025-10-11,-16,48.56,776.96,SO-22322,Customer Sale,60,44,system,Transaction processed for WH_100 location,system,2025-10-11
3937,2111,2,Sale,2025-08-12,-32,142.6,4563.2,SO-79770,Customer Sale,32,0,system,Transaction processed for WH_200 location,system,2025-08-12
3938,3053,1,Sale,2025-07-12,-3,180.15,540.45,SO-79678,Customer Sale,70,67,system,Transaction processed for WH_100 location,system,2025-07-12
3939,1522,1,Sale,2026-04-06,-9,163.1,1467.9,SO-68205,Customer Sale,51,42,system,Transaction processed for WH_100 location,system,2026-04-06
3940,1511,2,Sale,2025-10-12,-38,321.96,12234.48,SO-98556,Customer Sale,38,0,warehouse1,Transaction processed for WH_200 location,system,2025-10-12
3941,3022,2,Sale,2025-11-10,-27,352.53,9518.31,SO-24054,Customer Sale,96,69,warehouse1,Transaction processed for Backup location,system,2025-11-10
3942,2051,1,Receipt,2025-08-15,115,16.64,1913.6,PO-7830,Purchase Order Receipt,146,261,system,Transaction processed for WH_100 location,system,2025-08-15
3943,1553,1,Adjustment,2026-01-15,3,91.38,274.14,ADJ-3943,System Correction,179,182,warehouse1,Transaction processed for WH_100 location,system,2026-01-15
3944,2111,2,Sale,2026-02-06,-49,142.6,6987.4,SO-66262,Customer Sale,105,56,system,Transaction processed for WH_200 location,system,2026-02-06
3945,2011,2,Transfer,2026-04-11,-47,124.64,5858.08,TRF-3317,Warehouse Transfer,61,14,system,Transaction processed for Backup location,system,2026-04-11
3946,1572,3,Receipt,2026-03-22,165,227.63,37558.95,PO-4803,Purchase Order Receipt,74,239,warehouse1,Transaction processed for WH_500 location,system,2026-03-22
3947,2121,1,Sale,2025-10-26,-1,31.62,31.62,SO-81650,Customer Sale,1,0,system,Transaction processed for WH_100 location,system,2025-10-26
3948,1521,1,Receipt,2026-03-12,106,126.98,13459.88,PO-1145,Purchase Order Receipt,60,166,warehouse2,Transaction processed for WH_100 location,system,2026-03-12
3949,3012,1,Receipt,2025-08-10,153,660.3,101025.9,PO-1423,Purchase Order Receipt,313,466,warehouse2,Transaction processed for WH_100 location,system,2025-08-10
3950,3081,1,Return,2026-04-05,3,46.53,139.59,RET-48838,Customer Return,69,72,warehouse1,Transaction processed for WH_100 location,system,2026-04-05
3951,1553,1,Sale,2026-01-31,-39,91.38,3563.82,SO-11597,Customer Sale,238,199,system,Transaction processed for WH_100 location,system,2026-01-31
3952,2012,2,Receipt,2026-04-27,21,308.46,6477.66,PO-5387,Purchase Order Receipt,64,85,warehouse2,Transaction processed for Backup location,system,2026-04-27
3953,2051,2,Sale,2025-08-12,-3,16.44,49.32,SO-82919,Customer Sale,3,0,system,Transaction processed for Backup location,system,2025-08-12
3954,2012,2,Receipt,2025-12-09,46,306.46,14097.16,PO-6995,Purchase Order Receipt,93,139,system,Transaction processed for Backup location,system,2025-12-09
3955,1541,1,Damage,2026-03-11,-6,132.59,795.54,DMG-3955,Warehouse Damage,77,71,warehouse1,Transaction processed for WH_100 location,system,2026-03-11
3956,1532,1,Receipt,2025-11-26,119,64.89,7721.91,PO-4198,Purchase Order Receipt,79,198,warehouse2,Transaction processed for WH_100 location,system,2025-11-26
3957,1542,1,Sale,2025-11-30,-25,90.83,2270.75,SO-89706,Customer Sale,196,171,warehouse1,Transaction processed for WH_100 location,system,2025-11-30
3958,3062,3,Sale,2025-08-07,-46,88.18,4056.28,SO-46576,Customer Sale,59,13,warehouse1,Transaction processed for WH_500 location,system,2025-08-07
3959,1522,2,Sale,2025-07-17,-7,163.1,1141.7,SO-25095,Customer Sale,21,14,system,Transaction processed for Backup location,system,2025-07-17
3960,3031,3,Return,2026-04-09,5,335.98,1679.9,RET-97619,Customer Return,4,9,system,Transaction processed for WH_500 location,system,2026-04-09
3961,3012,1,Receipt,2025-12-07,85,656.17,55774.45,PO-5719,Purchase Order Receipt,273,358,warehouse2,Transaction processed for WH_100 location,system,2025-12-07
3962,2041,1,Damage,2025-10-17,-6,44.39,266.34,DMG-3962,Warehouse Damage,6,0,warehouse2,Transaction processed for WH_100 location,system,2025-10-17
3963,3082,1,Receipt,2025-12-26,87,87.45,7608.15,PO-3796,Purchase Order Receipt,12,99,warehouse1,Transaction processed for WH_100 location,system,2025-12-26
3964,1541,2,Receipt,2026-02-22,84,129.13,10846.92,PO-8836,Purchase Order Receipt,17,101,warehouse2,Transaction processed for Backup location,system,2026-02-22
3965,3053,1,Receipt,2026-01-15,181,186.04,33673.24,PO-6174,Purchase Order Receipt,90,271,warehouse1,Transaction processed for WH_100 location,system,2026-01-15
3966,1512,1,Adjustment,2026-04-25,-1,219.21,219.21,ADJ-3966,Physical Count,129,128,warehouse1,Transaction processed for WH_100 location,system,2026-04-25
3967,3022,2,Receipt,2025-08-09,195,337.7,65851.5,PO-5441,Purchase Order Receipt,19,214,warehouse2,Transaction processed for Backup location,system,2025-08-09
3968,2112,1,Sale,2025-09-27,-36,66.6,2397.6,SO-83329,Customer Sale,113,77,system,Transaction processed for WH_100 location,system,2025-09-27
3969,3091,2,Sale,2026-01-06,-38,456.94,17363.72,SO-16876,Customer Sale,57,19,warehouse1,Transaction processed for Backup location,system,2026-01-06
3970,3041,2,Sale,2025-12-27,-2,127.74,255.48,SO-36768,Customer Sale,2,0,warehouse1,Transaction processed for Backup location,system,2025-12-27
3971,3091,2,Sale,2026-04-20,-18,456.94,8224.92,SO-62824,Customer Sale,112,94,system,Transaction processed for Backup location,system,2026-04-20
